product_name,actual_price,discount_percentage,brand,rating,rating_count,subcategory,category,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,brand_tier,product_type,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,price_segment,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,search_term,main_category,discounted_price,price_competitiveness_ratio,profit_margin_ratio,competitor_undercut_potential,is_budget_segment,is_mid_segment,is_premium_segment,customer_attraction_score,feature_to_price_ratio,tech_value_proposition,relative_to_lowest_quartile,value_adjusted_price,category_price_index,demand_indicator,brand_power_price_ratio,new_seller_competitive_price,sustainable_price,ideal_customer_attraction_price,market_penetration_potential,elasticity_adjusted_value,price_segment_mid-range,price_segment_premium
"IBELL Air Blower EB60-69 600W, Copper Armature, 14000 RPM, Blow Rate 3.3M3/Min, with variable speed",2200.0,32.5,IBELL,4.2,5263.0,leaf blower,Home Improvement,1312.0,5058.0,3,743.0,mid-range,input_device,1.0,2.0,1.132621951219512,0.2937920126532226,0.5,1.0,8.0,mid-range,0.74164199192463,35.98751723848588,1.132621951219512,0.6153846153846154,157890.0,0.2,0.0,22104.6,leaf blower,Home Improvement,1486.0,1.942064783412728,2.0,0.4499999999999999,0,1,0,0.5487810685155531,0.0053835800807537,0.5149158815612382,4.953333333333333,383.9199999999999,1.942064783412728,446.257065948856,1.8530544164055212,1188.8,817.3000000000001,817.3000000000001,0.2406965373791754,1.2051682368775236,True,False
STELLIX Heavy Duty Tool Box & screw driver kit For Home Use| Multipurpose Combination Ratchet Socket Wrench Tool Kit | Auto Repair Tool Set 46 Pcs Set (Black),850.0,30.8,STELLIX,3.3,69.0,tool kit,Home Improvement,599.0,588.0,1,294.0,mid-range,input_device,1.0,2.0,0.9816360601001668,1.0,0.5,1.0,8.0,mid-range,0.6723469387755101,13.972551465170955,0.9816360601001668,0.6493506493506493,2070.0,0.2,0.0,227.7,tool kit,Home Improvement,588.0,0.76846170433828,2.0,0.4499999999999999,0,1,0,0.590249763054703,0.0136054421768707,1.3013010204081632,1.96,192.66000000000005,0.76846170433828,11.61734693877551,1.818249547933254,470.4,323.40000000000003,323.40000000000003,0.207241056422569,1.0354142857142856,True,False
SP Electron 47 in 1 Cordless Electric Screwdriver Machine with Bits 3.6V Battery Power Rechargeable Screwdriver Drill Machine with Reversible Function for Home & DIY Use,2999.0,36.7,WD,0.0,0.0,electric screwdriver,Home Improvement,974.0,1189.1747183098591,142,949.5,mid-range,input_device,1.0,2.0,1.949691991786448,1.596905795894312,0.5,1.0,8.0,premium,0.0,0.0,1.949691991786448,0.544959128065395,0.0,0.2,0.0,0.0,electric screwdriver,Home Improvement,1899.0,2.481817647174139,2.0,0.4499999999999999,0,1,0,-1.2409088235870696,0.0042127435492364,0.4029304897314376,6.33,1899.0,2.481817647174139,0.0,0.0,1519.2,1044.45,1044.45,0.0,0.0,False,True
"SPARTAN Carbon Steel Combination Spanner Set/Wrench Set/Tool Kit Multipurpose Home Use and Professional Spanners, Corrosion Resistant Chrome Plating Open Jaw and Ring Spanners (Silver, Set of 10)",398.0,-900.0,SPARTAN,4.2,146.0,tool kit,Home Improvement,599.0,398.0,1,199.0,mid-range,input_device,1.0,2.0,0.664440734557596,1.0,0.5,1.0,8.0,mid-range,1.2642211055276382,20.931147811175013,0.664440734557596,0.5,4380.0,0.2,0.0,613.2,tool kit,Home Improvement,39.8,0.0520149248854822,0.1999999999999999,-4.500000000000001,1,0,0,1.6908156360879272,0.2010050251256281,19.225251256281407,0.1326666666666666,-10.516,0.0520149248854822,462.211055276382,40.240657575220425,31.84,218.9,255.0,1.1377989949748744,2.5284422110552764,True,False
Sharpex Heavy-Duty Professional Pruning Shears with Nylon Handle for Gardening | Secateurs for Garden with Smart Lock for Safety | SK5 Non Stick Coated High Carbon Steel Cutting Blade | Orange,999.0,25.0,Sharpex,4.4,1585.0,pruning shears,Home Improvement,621.5,1136.2,5,374.5,mid-range,input_device,1.0,2.0,1.2051488334674176,0.6592149269494807,0.5,1.0,8.0,mid-range,0.7302002670226969,32.42069461977008,1.2051488334674176,0.8,47550.0,0.2,0.0,6974.000000000001,pruning shears,Home Improvement,749.0,0.9788738376689996,2.0,0.4499999999999999,0,1,0,0.9418080845698478,0.0106809078771695,1.0215821094793058,2.4966666666666666,202.08,0.9788738376689996,279.3324432576769,3.31204016004491,599.2,411.9500000000001,411.9500000000001,0.1827327995552294,0.9127503337783712,True,False
Peekay Nano 07 Plant Shears | Rotary Drop Forged Bypass Pruner for gardening use | Garden Tools| Made in Taiwan | Rotating Handle | Comfortable Handle,1500.0,33.4,Peekay,4.4,5.0,pruning shears,Home Improvement,621.5,999.0,1,499.5,mid-range,input_device,1.0,2.0,1.6074014481094128,1.0,0.5,1.0,8.0,mid-range,0.5474674674674676,7.081526814710042,1.6074014481094128,0.5988023952095809,150.0,0.2,0.0,22.0,pruning shears,Home Improvement,999.0,1.3056007527788125,2.0,0.4499999999999999,0,1,0,0.0477935788730102,0.008008008008008,0.7659309309309309,3.33,452.0799999999999,1.3056007527788125,0.6606606606606606,0.5423960425603211,799.2,549.45,549.45,0.1828541341341341,0.9142706706706708,True,False
"Orient Electric Multipurpose LED Bulb 9W,multi wattage led light 9W-0.5W with dimming feature, Cool White, 6500K, B22d cap, Pack of 1",300.0,65.0,Orient,4.3,21.0,led light bulbs,Home Improvement,363.0,303.44444444444446,9,52.5,mid-range,input_device,1.0,2.0,0.2892561983471074,0.3460270963017209,0.5,1.0,8.0,budget,2.9731428571428573,13.09144648221072,0.2892561983471074,0.3076923076923077,630.0,0.2,0.0,90.3,led light bulbs,Home Improvement,105.0,0.1372253043461214,2.0,0.4499999999999999,1,0,0,3.187611420705976,0.0761904761904762,7.287285714285714,0.35,-207.18,0.1372253043461214,25.8,9.540111092915014,84.0,66.6435,255.0,1.9325428571428571,9.662714285714284,False,False
PASHANDOZ 47-in-1 Drill Driver Electric Cordless Screwdriver and Bit Set 3.6V Cordless Screwdriver Kit with Rechargeable Battery Rotatable Dual Position Handle with LED Light for Home Office Work,2599.0,42.3,WD,0.0,0.0,power screwdriver,Home Improvement,1572.0,1716.3984732824429,131,749.5,mid-range,input_device,1.0,2.0,0.9535623409669212,0.8733403247168533,0.5,1.0,8.0,mid-range,0.0,0.0,0.9535623409669212,0.4728132387706856,0.0,0.2,0.0,0.0,power screwdriver,Home Improvement,1499.0,1.9590545829984385,2.0,0.4499999999999999,0,1,0,-0.9795272914992192,0.0053368912608405,0.5104503002001334,4.996666666666667,1499.0,1.9590545829984385,0.0,0.0,1199.2,824.45,824.45,0.0,0.0,True,False
"TICSER 9inch (1handle+10refill) epoxy/mohair paint roller, paint roller set, paint roller for floor coating, furniture coating etc (10)",1599.0,37.5,TICSER,4.0,1.0,paint roller set,Home Improvement,349.0,388.0285714285714,35,499.5,mid-range,input_device,1.0,2.0,2.8624641833810887,2.5745526838966204,0.5,1.0,8.0,premium,0.2794794794794795,0.0,2.8624641833810887,0.5333333333333333,30.0,0.2,0.0,4.0,paint roller set,Home Improvement,999.0,1.3056007527788125,2.0,0.4499999999999999,0,1,0,-0.3733208969099267,0.008008008008008,0.7659309309309309,3.33,719.8,1.3056007527788125,0.1201201201201201,0.0,799.2,549.45,549.45,0.1048703487727878,0.524024024024024,False,True
"Diy Crafts 10230 8222 Hss Mini Wood Circular Saw Blade Cutting Blade Mandrel, Multicolor, 4 Piece",1337.0,-300.0,Diy,0.0,0.0,circular saw,Home Improvement,1510.0,1746.05625,16,668.5,mid-range,input_device,1.0,2.0,0.885430463576159,0.7657256173734379,0.5,1.0,8.0,mid-range,0.0,0.0,0.885430463576159,0.5,0.0,0.2,0.0,0.0,circular saw,Home Improvement,334.25,0.4368338855018199,0.5,-1.2000000000000002,0,1,0,-0.2184169427509099,0.0239341810022438,2.289199700822737,1.1141666666666667,334.25,0.4368338855018199,0.0,0.0,267.40000000000003,735.35,735.35,0.0,0.0,True,False
