product_name,actual_price,discount_percentage,brand,rating,rating_count,subcategory,category,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,brand_tier,product_type,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,price_segment,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,search_term,main_category,discounted_price,price_competitiveness_ratio,profit_margin_ratio,competitor_undercut_potential,is_budget_segment,is_mid_segment,is_premium_segment,customer_attraction_score,feature_to_price_ratio,tech_value_proposition,relative_to_lowest_quartile,value_adjusted_price,category_price_index,demand_indicator,brand_power_price_ratio,new_seller_competitive_price,sustainable_price,ideal_customer_attraction_price,market_penetration_potential,elasticity_adjusted_value
"ASUS TUF Gaming F15, Intel Core i7 12700H 12th Gen, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/90WHr/Jaeger Gray/2.2 Kg), FX577ZC-HN193W",104990.0,26.7,Asus,3.7,12.0,gaming laptop,Computers,449.0,106990.0,9,38495.0,mid-range,input_device,1.0,2.0,171.46993318485522,0.7195999626133284,0.5,1.0,8.0,premium,0.0043156254058968,9.1941546042156,171.46993318485522,0.7490636704119851,360.0,0.2,0.0,44.400000000000006,gaming laptop,Computers,76990.0,50.44317369549673,2.0,0.45,0,0,1,-25.12264783842809,0.00011338114878832631,0.01982752839435856,141.42284569138263,70191.94199999994,50.44317369549673,0.017300948175087674,0.016706873998308384,56455.99999999994,38813.499999999956,38813.499999999956,0.0011509430551967842,0.005761359916872227
"Amkette 8-in-1 Type C Hub/Docking Station with 100W Power Delivery&USB C Data Transfer Multiport Adapter with 4K HDMI,USB 3.0,100 MBPS Ethernet,SD/TF Card Reader,for All Type C Devices-MacBook,Laptops",3499.0,67.2,Amkette,4.4,2357.0,usb hub,Computers,409.0,644.0,4,574.5,mid-range,input_device,1.0,2.0,2.8092909535452324,1.7841614906832295,0.5,1.0,8.0,premium,0.3132463011314186,34.16663757291898,2.8092909535452324,0.2976190476190476,70710.0,0.2,0.0,10370.8,usb hub,Computers,1149.0,0.821300929235168,2.0,0.44999999999999996,0,1,0,0.5467459434672022,0.006962576153176675,1.2175805047867712,2.302605210420842,789.08,0.821300929235168,270.7780678851175,4.160063182290135,919.2,631.95,631.95,0.21038262579560837,1.0525075718015666
"CareME 5G Sim Compatible Router Connect with DVR/NVR/WiFi Camera/Desktop,Laptop,Mobile 300 Mbps 4G Router",5699.0,66.5,CareME,0.0,0.0,wifi router,Computers,1499.0,1910.0,1,955.0,mid-range,input_device,1.0,2.0,1.2741827885256838,1.0,0.5,1.0,8.0,mid-range,0.0,0.0,1.2741827885256838,0.3007518796992481,0.0,0.2,0.0,0.0,wifi router,Computers,1910.0,1.3652609006433167,2.0,0.45,0,1,0,-0.6826304503216584,0.004188481675392671,0.7324607329842932,3.8276553106212425,1910.0,1.3652609006433167,0.0,0.0,1528.0,1050.5,1050.5,0.0,0.0
"Kelinx AISURIX RX 580 Graphics Card, 2048SP, Real 8GB, GDDR5, 256 Bit, Pc Gaming Video Card, 2XDP, HDMI, pci_e_x16 with Freeze Fan Stop for Desktop Computer Gaming Gpu",22557.0,22.0,Kelinx,4.1,136.0,graphics card,Computers,13599.0,17590.0,1,8795.0,mid-range,input_device,1.0,2.0,1.293477461578057,1.0,0.5,1.0,8.0,mid-range,0.6339499715747583,20.141885031517813,1.293477461578057,0.9090909090909092,4080.0,0.2,0.0,557.5999999999999,graphics card,Computers,17590.0,12.573266619013582,2.0,0.45,0,0,1,-5.272944554166599,0.00045480386583285955,0.07953382603752131,35.25050100200401,6438.8200000000015,12.573266619013582,0.9509948834565094,0.16019611801644923,14072.0,9674.5,9674.5,0.13959433917683312,0.6973449687322341
"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Black)",899.0,51.2,Tukzer,4.5,11294.0,gaming laptop,Computers,449.0,389.0,5,219.5,mid-range,input_device,1.0,2.0,0.977728285077951,1.12853470437018,0.5,1.0,8.0,mid-range,0.920501138952164,41.99412100604752,0.977728285077951,0.390625,338820.0,0.2,0.0,50823.0,gaming laptop,Computers,439.0,0.31379556826304505,2.0,0.44999999999999996,1,0,0,1.5553264935031217,0.018223234624145785,3.186788154897494,0.8797595190380761,34.9,0.31379556826304505,3473.0979498861047,13.382636739740427,351.20000000000005,241.45000000000002,424.15,0.4710016951256902,2.3564829157175398
"Dyazo 2.5"" SATA External Hard Drive Case with USB 3.0 Connection for HDD/SSD | Supports UASP Up to 4TB Storage | Tool-Free Portable Hard Drive Enclosure | Compatible with Laptop, PC and TV",1288.0,76.8,Dyazo,4.2,574.0,external ssd,Computers,7999.0,299.0,1,149.5,mid-range,input_device,1.0,2.0,0.0373796724590573,1.0,0.5,1.0,8.0,budget,22.47210702341137,26.68104346454218,0.0373796724590573,0.2604166666666667,17220.0,0.2,0.0,2410.8,external ssd,Computers,299.0,0.2137240886347391,2.0,0.44999999999999996,1,0,0,16.879212007941085,0.026755852842809364,4.678929765886288,0.5991983967935872,-6420.159999999999,0.2137240886347391,241.88628762541805,12.483872845115222,239.20000000000002,164.45000000000002,424.15,8.849240333884792,44.26349608327096
"Portronics Mport 4D USB Hub (4-in-1), Multiport USB Dock with Long Cable and up to 480 Mbps High Data Transfer Speed (Black)",599.0,61.9,Portronics,4.3,541.0,usb hub,Computers,409.0,499.1111111111111,9,114.0,mid-range,input_device,1.0,2.0,0.5574572127139364,0.4568121104185218,0.5,1.0,8.0,budget,1.542719298245614,27.06170289903987,0.5574572127139364,0.3231017770597738,16230.0,0.2,0.0,2326.3,usb hub,Computers,228.0,0.1629735525375268,2.0,0.44999999999999996,1,0,0,1.971431946182805,0.03508771929824561,6.135964912280702,0.45691382765531063,-123.73999999999998,0.1629735525375268,306.0921052631579,16.60496594550736,182.4,125.4,424.15,0.9555072782122249,4.774716228070176
Wayona USB WiFi Adapter for Computer Wyn 12 N150 Wireless Network Adapter for Desktop Laptop - Nano Size WiFi Dongle Compatible with Windows 10/7/8/8.1/XP,799.0,53.8,Wayona,4.0,4958.0,wifi router,Computers,1499.0,369.0,1,184.5,mid-range,input_device,1.0,2.0,0.2461641094062708,1.0,0.5,1.0,8.0,budget,3.2498644986449867,34.035030850380544,0.2461641094062708,0.3717472118959108,148740.0,0.2,0.0,19832.0,wifi router,Computers,369.0,0.26375982844889206,2.0,0.44999999999999996,1,0,0,3.759653484839669,0.02168021680216802,3.7913279132791327,0.7394789579158316,-830.2,0.26375982844889206,1612.3577235772357,12.903796249236418,295.2,202.95000000000002,424.15,1.748988403526088,8.742135501355014
"Microware Cassette Tape to MP3 Converter Player Convert into USB Flash Drive/Flash Memory/Pen Drive, No Need Computer",9999.0,76.5,Microware,1.0,1.0,usb flash drive,Computers,799.0,2349.0,1,1174.5,mid-range,input_device,1.0,2.0,2.9399249061326658,1.0,0.5,1.0,8.0,premium,0.0680289484887186,0.0,2.9399249061326658,0.261437908496732,30.0,0.2,0.0,1.0,usb flash drive,Computers,2349.0,1.6790564689063616,2.0,0.44999999999999996,0,1,0,-0.7714992859644623,0.0034057045551298426,0.5955725840783312,4.707414829659319,2189.2,1.6790564689063616,0.01277139208173691,0.0,1879.2,1291.95,1291.95,0.05204735032890262,0.2602107279693487
"Yunseity Gtx550Ti pci_e Graphics Card, 6GB GDDR5 192Bit Computer Gaming Graphics Cards With Dual Cooling Fan, Support Directx 11 API VGA DVI Interface, PCI Express2.0 Video Graphics Card",20145.0,29.6,Yunseity,0.0,0.0,graphics card,Computers,13599.0,14186.0,1,7093.0,mid-range,input_device,1.0,2.0,1.0431649385984263,1.0,0.5,1.0,8.0,mid-range,0.0,0.0,1.0431649385984263,0.6756756756756757,0.0,0.2,0.0,0.0,graphics card,Computers,14186.0,10.140100071479628,2.0,0.45,0,0,1,-5.070050035739814,0.0005639362752009023,0.0986183561257578,28.428857715430862,14186.0,10.140100071479628,0.0,0.0,11348.800000000001,7802.3,7802.3,0.0,0.0
