product_name,actual_price,discount_percentage,brand,rating,rating_count,subcategory,category,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,brand_tier,product_type,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,price_segment,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,search_term,main_category,discounted_price,price_competitiveness_ratio,profit_margin_ratio,competitor_undercut_potential,is_budget_segment,is_mid_segment,is_premium_segment,customer_attraction_score,feature_to_price_ratio,tech_value_proposition,relative_to_lowest_quartile,value_adjusted_price,category_price_index,demand_indicator,brand_power_price_ratio,new_seller_competitive_price,sustainable_price,ideal_customer_attraction_price,market_penetration_potential,elasticity_adjusted_value
"GOQii Smart Vital MAX |1.69'' HD Full Touch, Smart Notification, IP68, SmartWatch | Smart Phones |Blood Oxygen SpO2, Hear Rate & Sleep Tracking, Multiple Exercise Mode| with 3 Months Personal Coaching",5999.0,86.2,GOQii,3.9,1067.0,blood pressure watch,Smartwatches,1914.195,829.0,1,414.5,mid-range,input_device,1.0,2.0,0.433080224324063,1.0,0.5,1.0,8.0,budget,1.8010519903498192,27.19316438007684,0.433080224324063,0.2320185614849187,32010.0,0.2,0.0,4161.3,blood pressure watch,Smartwatches,829.0,0.6919866444073456,2.0,0.44999999999999996,0,1,0,2.0972798900496294,0.009650180940892641,1.445114595898673,2.46542750929368,-664.0721000000001,0.6919866444073456,150.58986731001207,3.929723875432093,663.2,455.95000000000005,455.95000000000005,1.5521651592112962,7.762534078407724
"PunnkFunnk D116 Fitness Smart Watch Activity Tracker Smartwatch with Sleep Monitor, Step Tracking, Heart Rate Sensor for Men, Women, Kids (Black)",1999.0,75.0,PunnkFunnk,2.7,1579.0,fitness tracker,Smartwatches,1552.0,1165.6666666666667,3,249.5,mid-range,input_device,1.0,2.0,0.321520618556701,0.4280812124678295,0.5,1.0,8.0,budget,1.6795190380761522,19.884276938490235,0.321520618556701,0.2666666666666666,47370.0,0.2,0.0,4263.3,fitness tracker,Smartwatches,499.0,0.41652754590984975,2.0,0.4499999999999999,0,1,0,1.9408624227737035,0.01603206412825651,2.400801603206413,1.4840148698884759,-339.0799999999999,0.41652754590984975,256.310621242485,4.773820395252766,399.20000000000005,274.45000000000005,285.8125,1.2602694132637462,6.298196392785572
"Fire-Boltt Ninja Call Pro Plus Smart Watch 1.83 inch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Grey)",19999.0,94.0,Fire-Boltt,3.9,47834.0,apple watch,Smartwatches,16999.0,1349.0,4,599.5,mid-range,input_device,1.0,2.0,0.0705335607976939,0.8888065233506302,0.5,1.0,8.0,mid-range,11.058565471226023,42.02441865452536,0.0705335607976939,0.2127659574468085,1435020.0,0.2,0.0,186552.6,apple watch,Smartwatches,1199.0,1.0008347245409015,2.0,0.44999999999999996,0,1,0,11.550639204176045,0.006672226855713094,0.9991659716430359,3.565799256505576,-11690.3,1.0008347245409015,4340.2065761258045,4.198936909768256,959.2,659.45,659.45,10.395571321518538,51.97525771476231
NEWTECHNO Tempered Glass Screen Protector For Samsung Galaxy Watch 4 Classic (46 Mm) With Easy Self Installation Kit For Smartwatch | Pack Of 2 | Transparent,199.0,-100.0,Samsung,4.5,59.0,samsung galaxy watch,Smartwatches,1019.0,12355.645161290322,31,99.5,mid-range,input_device,1.0,2.0,0.1952894995093228,0.0161059983029828,0.5,1.0,8.0,budget,4.608542713567839,18.34891849757574,0.1952894995093228,0.5,1770.0,0.2,0.0,265.5,samsung galaxy watch,Smartwatches,99.5,0.0830550918196995,1.0,-0.10000000000000003,1,0,0,5.000361750402664,0.08040201005025126,12.040201005025125,0.295910780669145,-359.05,0.0830550918196995,80.05025125628141,22.09246669356355,79.60000000000001,109.45,285.8125,2.3042713567839197,9.217085427135679
Speedwav? A1 Smartwatch 380mAh Replacement Battery for DZ09 Smart Watch (Set of 2),1298.7,60.1,Speedwav?,0.0,0.0,watch battery replacement kit,Smartwatches,399.0,518.7,1,259.35,mid-range,input_device,1.0,2.0,1.3,1.0,0.5,1.0,8.0,premium,0.0,0.0,1.3,0.3327787021630615,0.0,0.2,0.0,0.0,watch battery replacement kit,Smartwatches,518.7,0.4329716193656094,2.0,0.45,0,1,0,-0.2164858096828047,0.015423173317910158,2.309620204357046,1.5426022304832716,518.7,0.4329716193656094,0.0,0.0,414.96000000000004,285.285,285.8125,0.0,0.0
"Boult Drift+ Smart Watch 1.85''HD Screen, Bluetooth Calling, IP67, 500 Nits Brightness,150+ Watchfaces, AI Voice Assistant, SpO2 Monitoring, 100+ Sports Mode Smartwatch (Snow Leather)",8499.0,87.1,Boult,4.2,823.0,running watch,Smartwatches,1499.0,1387.888888888889,9,549.5,mid-range,input_device,1.0,2.0,0.733155436957972,0.7918501320951085,0.5,1.0,8.0,budget,1.1457324840764331,28.19441604284369,0.733155436957972,0.2296211251435132,24690.0,0.2,0.0,3456.6000000000004,running watch,Smartwatches,1099.0,0.9173622704507512,2.0,0.44999999999999996,0,1,0,1.3529191408008763,0.007279344858962694,1.0900818926296634,3.268401486988848,-160.16000000000003,0.9173622704507512,94.35668789808918,3.07342224015712,879.2,604.45,604.45,0.9975785836175556,4.989664968152866
"PROTECTERR® 2-Pack Screen Guard for Noise Twist Go 1.39"" inch Smartwatch Protector | Flexible, Unbreakable, Bubble-Free Installation | Not Tempered Glass | Edge-to-Edge Coverage",699.0,78.7,Noise,2.8,187.0,watch screen protector,Smartwatches,150.0,147.1,10,74.5,mid-range,input_device,1.0,2.0,0.9933333333333332,1.0129163834126444,0.5,1.0,8.0,mid-range,0.5637583892617449,14.647104127192842,0.9933333333333332,0.2541296060991105,5610.0,0.2,0.0,523.6,watch screen protector,Smartwatches,149.0,0.12437395659432388,2.0,0.44999999999999996,1,0,0,0.8474922085016717,0.053691275167785234,8.04026845637584,0.44312267657992566,65.0,0.12437395659432388,105.4228187919463,11.776664929112098,119.2,81.95,285.8125,0.44358671544200245,2.2183892617449668
"Polar Vantage V3, Sport Watch with GPS, Heart Rate Monitor, and Extended Battery Life, Smart Watch for Men and Women, Offline Maps, Running, Triathlon Watch, Sky Blue",61999.0,49.6,Polar,4.0,90.0,triathlon watch,Smartwatches,1899.0,61999.0,3,30999.5,mid-range,input_device,1.0,2.0,32.64823591363876,1.0,0.5,1.0,8.0,premium,0.0245036210261455,17.99923868132106,32.64823591363876,0.5,2700.0,0.2,0.0,360.0,triathlon watch,Smartwatches,61999.0,51.75208681135226,2.0,0.44999999999999996,0,0,1,-25.425708042333316,0.00012903433926353652,0.01932289230471459,184.38364312267657,60479.80000000001,51.75208681135226,0.1741963580057743,0.034779735060601995,49599.200000000004,34099.450000000004,34099.450000000004,0.0,0.049007242052291
M.G.R.J Soft TPU Front Protection Case Cover for Samsung Galaxy Watch Active 2 44mm Smart Watch (Flexible|Silicone|Transparent),999.0,70.1,Samsung,3.9,3966.0,watch face covers,Smartwatches,375.0,396.3333333333333,15,149.5,mid-range,input_device,1.0,2.0,0.7973333333333333,0.7544154751892347,0.5,1.0,8.0,mid-range,0.9782608695652174,32.31350190541099,0.7973333333333333,0.2853067047075606,118980.0,0.2,0.0,15467.4,watch face covers,Smartwatches,299.0,0.24958263772954925,2.0,0.44999999999999996,1,0,0,1.6166178326590472,0.026755852842809364,4.006688963210702,0.8892193308550186,6.499999999999996,0.24958263772954925,1551.9130434782608,12.94701514470982,239.20000000000002,164.45000000000002,285.8125,0.6854680767724246,3.4288043478260875
"Pro 3 (Only for Today with 12 Years Warranty) CM101 Smart Watch 1.3'' Full Touch Smartwatch with 24x7 Dynamic Heart Rate Blood Pressure Tracking, Waterproof Exercise Smartwatch for Women, Girls-Black",1999.0,50.0,Pro,5.0,1.0,blood pressure watch,Smartwatches,1914.195,944.0,2,499.5,mid-range,input_device,1.0,2.0,0.5218904030153667,1.0582627118644068,0.5,1.0,8.0,budget,1.9161111111111115,0.0,0.5218904030153667,0.4,30.0,0.2,0.0,5.0,blood pressure watch,Smartwatches,999.0,0.833889816360601,2.0,0.44999999999999996,0,1,0,1.499166202930811,0.008008008008008008,1.1991991991991993,2.971003717472119,-915.1950000000004,0.833889816360601,0.15015015015015015,0.0,799.2,549.45,549.45,0.9585348229670394,4.790277777777779
